timestamp,open,high,low,close,adjusted close,volume,dividend amount
2008-02-08,134.2100,135.9000,117.2700,125.4800,3.8596,251887600,0.0000
2008-02-01,128.1600,136.6500,126.4500,133.7500,4.1140,220510600,0.0000
2008-01-25,148.0600,159.9800,126.1400,130.0100,3.9990,334583200,0.0000
2008-01-18,177.5200,179.4200,156.7000,161.3600,4.9633,326420600,0.0000
2008-01-11,181.2500,183.6000,168.3000,172.6900,5.3118,290184000,0.0000
2008-01-04,199.5000,200.5000,178.8900,180.0500,5.5382,139871800,0.0000
2007-12-28,195.0300,202.9600,194.7900,199.8300,6.1466,95682500,0.0000
2007-12-21,190.7200,193.9125,178.6000,193.9100,5.9645,172956900,0.0000
2007-12-14,193.5900,200.0000,185.7600,190.3900,5.8562,164210500,0.0000
2007-12-07,181.8600,194.9900,176.9900,194.3000,5.9765,164055300,0.0000
2007-11-30,173.5900,187.7000,170.0100,182.2200,5.6049,214729500,0.0000
2007-11-23,166.1000,172.3500,162.1000,171.5400,5.2764,156487100,0.0000
2007-11-16,165.2800,177.5700,150.6300,166.3900,5.1180,279592300,0.0000
2007-11-09,185.2900,192.6800,165.2100,165.3700,5.0866,220356800,0.0000
2007-11-02,185.7000,190.1200,180.0000,187.8700,5.7787,147158200,0.0000
2007-10-26,170.3500,188.6000,169.9601,184.7000,5.6812,229058000,0.0000
2007-10-19,167.9800,174.6300,163.5000,170.4200,5.2420,192458200,0.0000
2007-10-12,163.4900,171.8800,153.2100,167.2537,5.1446,187141900,0.0000
2007-10-05,154.6300,161.5800,152.9300,161.4499,4.9660,140074500,0.0000
2007-09-28,146.7300,155.0000,146.6500,153.4700,4.7206,160474300,0.0000
2007-09-21,138.9900,144.6500,137.6000,144.1500,4.4339,168395100,0.0000
2007-09-14,137.0000,139.4000,133.7500,138.8100,4.2697,169499200,0.0000
2007-09-07,139.9400,145.8400,130.0000,131.7700,4.0531,249175100,0.0000
2007-08-31,133.3907,139.6500,126.6300,138.4800,4.2595,191647700,0.0000
2007-08-24,123.9600,135.3700,120.5000,135.3000,4.1617,176671500,0.0000
2007-08-17,128.3300,129.3500,111.6200,122.0600,3.7544,198090100,0.0000
2007-08-10,132.9000,137.2400,120.3000,125.0000,3.8449,186405300,0.0000
2007-08-03,144.3300,145.4500,127.7700,131.8499,4.0556,219691800,0.0000
2007-07-27,143.3100,148.9200,134.1500,143.8500,4.4247,274131900,0.0000
2007-07-20,138.3900,144.1800,136.0400,143.7500,4.4216,153699800,0.0000
2007-07-13,132.3800,137.8500,128.8100,137.7300,4.2364,167314800,0.0000
2007-07-06,121.0500,133.3400,119.3000,132.3000,4.0694,160181800,0.0000
2007-06-29,124.1900,125.0900,118.7200,122.0400,3.7538,187896100,0.0000
2007-06-22,123.2800,125.1800,120.7200,123.0000,3.7834,151788000,0.0000
2007-06-15,126.0000,126.1500,115.4000,120.5000,3.7065,243095100,0.0000
2007-06-08,118.6300,127.6100,117.9000,124.4900,3.8292,217016500,0.0000
2007-06-01,114.4500,122.1700,112.6900,118.4000,3.6419,153802400,0.0000
2007-05-25,110.3100,115.0000,110.0500,113.6200,3.4948,130142800,0.0000
2007-05-18,109.6200,110.6400,103.4200,110.0200,3.3841,146066600,0.0000
2007-05-11,101.0800,109.1300,101.0100,108.7400,3.3447,150509500,0.0000
2007-05-04,100.0900,101.6000,98.5500,100.8100,3.1008,93294400,0.0000
2007-04-27,91.5850,102.5000,91.3000,99.9200,3.0734,194995300,0.0000
2007-04-20,90.5700,92.3000,89.6000,90.9700,2.7981,99060400,0.0000
2007-04-13,95.2100,95.3000,90.0599,90.2400,2.7757,96123000,0.0000
2007-04-05,94.1400,95.2300,93.0200,94.6800,2.9123,68508100,0.0000
2007-03-30,93.9900,96.8300,92.2300,92.9100,2.8578,145202100,0.0000
2007-03-23,90.2400,94.3600,89.5900,93.5200,2.8766,103612500,0.0000
2007-03-16,88.0700,90.6000,87.9200,89.5900,2.7557,125896000,0.0000
2007-03-09,85.8900,88.9700,85.7600,87.9700,2.7059,112543500,0.0000
2007-03-02,89.8400,90.0000,83.0000,85.4100,2.6271,177023800,0.0000
2007-02-23,84.6500,90.8100,84.1600,89.0700,2.7397,111754800,0.0000
2007-02-16,84.4300,85.6400,83.6300,84.8300,2.6093,92020300,0.0000
2007-02-09,84.3000,86.5100,82.8600,83.2700,2.5613,144630100,0.0000
2007-02-02,86.3000,86.6500,83.7000,84.7500,2.6068,129342000,0.0000
2007-01-26,89.1400,89.1600,84.9900,85.3800,2.6262,195789700,0.0000
2007-01-19,95.6800,97.6000,88.1200,88.5000,2.7222,236407700,0.0000
2007-01-12,85.9600,97.8000,85.1500,94.6200,2.9104,351865300,0.0000
2007-01-05,86.2900,86.5800,81.9000,85.0500,2.6161,104297200,0.0000
2006-12-29,82.1500,85.4000,76.7700,84.8400,2.6096,165098200,0.0000
2006-12-22,87.6250,88.0000,81.6000,82.2000,2.5284,132770600,0.0000
2006-12-15,88.9000,90.0000,85.5300,87.7200,2.6982,141275800,0.0000
2006-12-08,91.8800,92.3300,86.9000,88.2600,2.7148,135702300,0.0000
2006-12-01,92.5100,93.1590,89.5000,91.3200,2.8089,176202100,0.0000
2006-11-24,85.4000,93.0800,85.2000,91.6300,2.8184,85145700,0.0000
2006-11-17,83.2200,86.3000,82.6400,85.8500,2.6407,101975600,0.0000
2006-11-10,78.9500,84.6900,78.4300,83.1200,2.5567,105298000,0.0000
2006-11-03,79.9850,81.6800,77.7900,78.2900,2.4081,89641300,0.0000
2006-10-27,79.9900,82.6000,79.7500,80.4100,2.4733,100309200,0.0000
2006-10-20,75.1900,79.9900,73.9100,79.9500,2.4592,152711300,0.0000
2006-10-13,73.8000,76.8800,72.6000,75.0200,2.3075,100668500,0.0000
2006-10-06,75.1000,76.1600,73.1600,74.2200,2.2829,124402600,0.0000
2006-09-29,73.8100,77.7800,73.7200,76.9800,2.3678,139347700,0.0000
2006-09-22,73.8000,76.0600,72.5800,73.0000,2.2454,132048400,0.0000
2006-09-15,72.4300,74.9800,71.4200,74.1000,2.2792,198697600,0.0000
2006-09-08,68.9700,73.5700,68.5500,72.5200,2.2306,148230000,0.0000
2006-09-01,68.5000,68.6500,65.1200,68.3800,2.1033,119601000,0.0000
2006-08-25,67.3000,69.0500,66.1500,68.7500,2.1147,101378700,0.0000
2006-08-18,64.0500,68.6600,63.6000,67.9100,2.0888,124205700,0.0000
2006-08-11,67.7200,69.6000,62.5800,63.6500,1.9578,166946600,0.0000
2006-08-04,66.8300,70.0000,64.9600,68.3000,2.1008,173188800,0.0000
2006-07-28,61.2600,65.6800,60.4300,65.5900,2.0175,129889500,0.0000
2006-07-21,51.7300,61.5900,51.6500,60.7200,1.8677,224277600,0.0000
2006-07-14,55.7000,56.4900,50.1600,50.6700,1.5586,161594300,0.0000
2006-07-07,57.5200,58.1800,54.6700,55.4000,1.7040,76627900,0.0000
2006-06-30,59.1700,59.2200,55.4100,57.2700,1.7616,124319500,0.0000
2006-06-23,57.8300,60.1700,57.0000,58.8300,1.8096,138095800,0.0000
2006-06-16,58.8300,59.7400,56.6900,57.5600,1.7705,168037500,0.0000
2006-06-09,61.1500,61.5600,57.1500,59.5200,1.8308,151987500,0.0000
2006-06-02,63.2900,63.3000,58.6900,61.6600,1.8966,124024100,0.0000
2006-05-26,63.8700,65.1900,61.5600,63.5490,1.9547,115205100,0.0000
2006-05-19,67.3700,68.3800,62.8200,64.5100,1.9843,138015000,0.0000
2006-05-12,72.9900,73.8000,66.8600,67.7000,2.0824,108602500,0.0000
2006-05-05,70.7800,72.8900,69.1600,71.8900,2.2113,129763100,0.0000
2006-04-28,66.9200,71.3000,65.5000,70.3900,2.1651,126891500,0.0000
2006-04-21,66.5100,70.0000,64.3500,67.0400,2.0621,180670900,0.0000
2006-04-13,70.2400,70.9300,65.8100,66.4690,2.0445,118478700,0.0000
2006-04-07,63.6600,72.0500,61.0500,69.7900,2.1467,292504700,0.0000
2006-03-31,60.2300,63.6100,57.6700,62.7200,1.9292,251115600,0.0000
2006-03-24,65.2100,65.4600,59.0300,59.9600,1.8443,207018200,0.0000
2006-03-17,65.6100,68.0400,64.1100,64.6600,1.9889,141317300,0.0000
2006-03-10,67.6000,67.7200,62.4500,63.1900,1.9437,152901500,0.0000
2006-03-03,72.0200,72.4000,67.5300,67.7200,2.0830,149463600,0.0000
2006-02-24,70.6300,73.0000,68.0000,71.4600,2.1980,112482400,0.0000
2006-02-17,66.5200,71.0100,64.6400,70.2900,2.1621,168870800,0.0000
2006-02-10,72.1600,72.5100,62.9000,67.3100,2.0704,246569800,0.0000
2006-02-03,71.2800,76.6000,70.8700,71.8470,2.2099,151163400,0.0000
2006-01-27,76.1000,79.5600,71.1000,72.0300,2.2156,200465100,0.0000
2006-01-20,85.7000,86.3800,75.8300,76.0890,2.3404,173816700,0.0000
2006-01-13,76.7300,86.4000,75.7400,85.5899,2.6327,232350700,0.0000
2006-01-06,72.3320,76.7000,72.2500,76.3000,2.3469,92168500,0.0000
2005-12-30,74.0000,75.1800,70.3400,71.8900,2.2113,75106900,0.0000
2005-12-23,71.1100,74.4900,71.0400,73.3500,2.2562,74450300,0.0000
2005-12-16,74.8700,75.4600,70.2700,71.1100,2.1873,132209300,0.0000
2005-12-09,71.9500,74.8300,71.4900,74.3305,2.2863,123787400,0.0000
2005-12-02,70.7200,72.7400,67.3500,72.6300,2.2340,150510100,0.0000
2005-11-25,64.8200,69.5400,63.7200,69.3400,2.1328,69030700,0.0000
2005-11-18,61.5400,65.8800,60.9100,64.5600,1.9858,103302000,0.0000
2005-11-11,60.8500,62.1100,59.0100,61.5400,1.8929,98440000,0.0000
2005-11-04,55.2000,62.3200,54.7500,61.1500,1.8809,153928900,0.0000
2005-10-28,55.2500,57.5600,54.1700,54.4700,1.6754,103135800,0.0000
2005-10-21,53.9800,56.9800,51.2100,55.6600,1.7120,156771200,0.0000
2005-10-14,51.8400,54.3500,47.8700,54.0000,1.6610,261857300,0.0000
2005-10-07,54.1600,55.3500,50.5500,51.3000,1.5779,110471500,0.0000
2005-09-30,54.0300,54.5600,50.5900,53.6100,1.6490,113653200,0.0000
2005-09-23,51.0500,53.8100,51.0500,53.2000,1.6364,109303300,0.0000
2005-09-16,51.1000,51.6300,49.3300,51.2100,1.5752,86652400,0.0000
2005-09-09,46.6900,51.3500,46.5500,51.3100,1.5782,110713400,0.0000
2005-09-02,45.2700,47.1700,45.2600,46.2200,1.4217,62741400,0.0000
2005-08-26,46.1500,47.1200,45.2600,45.7400,1.4069,64025700,0.0000
2005-08-19,46.4800,48.3300,45.7500,45.8300,1.4097,105114400,0.0000
2005-08-12,43.0000,46.2200,42.6100,46.1000,1.4180,75221000,0.0000
2005-08-05,42.6000,43.5000,42.0200,42.9900,1.3223,49310100,0.0000
2005-07-29,43.9900,44.3800,42.2600,42.6500,1.3119,59298600,0.0000
2005-07-22,41.4100,44.0400,41.0700,44.0000,1.3534,86290200,0.0000
2005-07-15,38.3700,42.0100,37.7800,41.5500,1.2780,151585900,0.0000
2005-07-08,36.6000,38.2800,36.5000,38.2500,1.1765,54405500,0.0000
2005-07-01,36.8400,38.1000,36.1200,36.5000,1.1227,73829300,0.0000
2005-06-24,37.8500,39.7800,37.3800,37.7600,1.1615,78719000,0.0000
2005-06-17,35.8900,38.5400,35.7500,38.3100,1.1784,88955800,0.0000
2005-06-10,38.3300,38.6300,35.5200,35.8100,1.1015,108229500,0.0000
2005-06-03,40.6600,40.7600,37.7700,38.2400,1.1762,78173600,0.0000
2005-05-27,37.8500,40.9400,37.8500,40.5600,1.2476,102627500,0.0000
2005-05-20,34.5600,37.6800,34.5300,37.5500,1.1550,105184800,0.0000
2005-05-13,37.2400,37.4500,33.1100,34.7700,1.0695,161103400,0.0000
2005-05-06,36.2100,37.3300,36.0200,37.2400,1.1455,75873200,0.0000
2005-04-29,36.4900,37.5100,35.2200,36.0600,1.1092,122056900,0.0000
2005-04-22,35.0300,37.7400,34.0000,35.5000,1.0919,176881200,0.0000
2005-04-15,44.2200,44.2500,35.2800,35.3500,1.0873,273426800,0.0000
2005-04-08,40.9900,44.4500,40.1600,43.7400,1.3454,96714900,0.0000
2005-04-01,42.7500,42.9600,40.5700,40.8900,1.2577,86040900,0.0000
2005-03-24,43.2900,43.9700,42.0200,42.5000,1.3073,73395400,0.0000
2005-03-18,40.5200,43.4400,39.5200,42.9600,1.3214,126924200,0.0000
2005-03-11,42.8000,43.2500,38.8300,40.2700,1.2387,150160300,0.0000
2005-03-04,44.6800,45.1400,41.2200,42.8100,1.3168,122158100,0.0000
2005-02-25,86.3000,89.9100,85.2900,88.9900,1.3686,89268100,0.0000
2005-02-18,83.1600,90.8800,82.0500,86.8100,1.3351,141154500,0.0000
2005-02-11,78.9300,81.9900,76.6600,81.2100,1.2490,87500100,0.0000
2005-02-04,74.5800,79.9100,74.5100,78.8400,1.2125,83477900,0.0000
2005-01-28,70.9800,73.9800,70.5500,73.9800,1.1378,68717800,0.0000
2005-01-21,69.7400,71.6000,69.2100,70.4900,1.0841,64010900,0.0000
2005-01-14,69.9000,74.4200,63.3000,70.2000,1.0796,199858900,0.0000
2005-01-07,64.7800,69.6300,62.6000,69.2500,1.0650,96468600,0.0000
2004-12-31,64.6400,65.1500,62.0500,64.4000,0.9904,40084600,0.0000
2004-12-23,65.4800,66.0000,61.6000,64.0100,0.9844,54362500,0.0000
2004-12-17,65.7400,67.5000,64.6000,64.9900,0.9995,55691700,0.0000
2004-12-10,64.3100,66.7300,62.0500,65.1500,1.0020,80607100,0.0000
2004-12-03,69.0000,69.5700,61.7500,62.6800,0.9640,103005000,0.0000
2004-11-26,58.0400,65.7600,57.9000,64.5500,0.9927,96796300,0.0000
2004-11-19,55.0800,56.9100,54.2200,55.1700,0.8485,40952300,0.0000
2004-11-12,54.5300,55.6900,53.3800,55.5000,0.8536,41327900,0.0000
2004-11-05,52.5000,56.1100,52.0400,54.7200,0.8416,83390800,0.0000
2004-10-29,47.1900,53.2000,46.9700,52.4000,0.8059,68839000,0.0000
2004-10-22,44.7900,48.3500,44.7000,47.4100,0.7291,68132600,0.0000
2004-10-15,38.8000,45.7500,37.6500,45.5000,0.6998,102618300,0.0000
2004-10-08,39.0100,40.9300,38.4000,39.0600,0.6007,39498700,0.0000
2004-10-01,36.9700,39.2700,36.8300,38.6700,0.5947,34189800,0.0000
2004-09-24,36.9000,38.8700,36.8100,37.2900,0.5735,32147000,0.0000
2004-09-17,35.8600,37.3800,34.7800,37.1400,0.5712,31673100,0.0000
2004-09-10,35.4000,36.5700,35.2300,35.8700,0.5517,25622100,0.0000
2004-09-03,34.0200,35.9900,33.9600,35.2300,0.5418,32325400,0.0000
2004-08-27,30.8600,35.1800,30.6000,34.3500,0.5283,44269400,0.0000
2004-08-20,30.8800,31.8600,30.3500,30.8000,0.4737,32661600,0.0000
2004-08-13,29.8500,31.5400,29.8100,30.8400,0.4743,27116500,0.0000
2004-08-06,31.1800,32.3000,29.7000,29.7800,0.4580,28392900,0.0000
2004-07-30,30.8500,33.0000,30.7800,32.3400,0.4974,28020900,0.0000
2004-07-23,32.0500,32.7100,30.4800,30.7000,0.4722,31533300,0.0000
2004-07-16,30.0100,33.6300,28.7400,32.2000,0.4952,69994700,0.0000
2004-07-09,31.2700,31.4200,29.9500,30.0300,0.4618,21236000,0.0000
2004-07-02,33.9000,34.1900,29.7300,31.0800,0.4780,48880700,0.0000
2004-06-25,33.1000,33.8300,32.1200,33.7000,0.5183,30670300,0.0000
2004-06-18,30.6500,33.4090,29.5000,32.9100,0.5061,45639900,0.0000
2004-06-10,29.0400,30.9700,28.8100,30.7400,0.4728,23540700,0.0000
2004-06-04,27.7900,29.2500,27.6100,28.7800,0.4426,20551600,0.0000
2004-05-28,27.2500,28.7800,27.1100,28.0600,0.4315,22490000,0.0000
2004-05-21,26.7000,27.5000,26.3600,27.1100,0.4169,22469500,0.0000
2004-05-14,26.2700,27.7200,25.9400,27.0600,0.4162,23004000,0.0000
2004-05-07,26.0000,27.5700,25.5000,26.6700,0.4102,26755700,0.0000
2004-04-30,27.5800,27.6350,25.4900,25.7800,0.3965,29883100,0.0000
2004-04-23,28.1200,28.7500,27.0500,27.7000,0.4260,36663600,0.0000
2004-04-16,27.5000,29.5800,26.3100,29.1800,0.4488,61983000,0.0000
2004-04-08,27.4800,28.3700,26.9200,27.5300,0.4234,20351800,0.0000
2004-04-02,27.4000,27.9900,26.6200,27.5000,0.4229,30249800,0.0000
2004-03-26,25.3700,27.3600,25.2200,27.0400,0.4159,39626800,0.0000
2004-03-19,27.0300,27.3500,25.3900,25.8600,0.3977,39790000,0.0000
2004-03-12,26.7900,28.1400,25.7500,27.5600,0.4239,54879900,0.0000
2004-03-05,24.0900,27.4900,23.6000,26.7400,0.4112,53648600,0.0000
2004-02-27,22.4500,24.0200,21.8899,23.9200,0.3679,24940300,0.0000
2004-02-20,23.1000,23.6400,22.2100,22.4000,0.3445,16308500,0.0000
2004-02-13,22.6200,24.1000,22.4400,23.0000,0.3537,23073500,0.0000
2004-02-06,22.4600,22.9100,21.7000,22.7100,0.3493,23571100,0.0000
2004-01-30,22.4600,23.3800,22.1900,22.5600,0.3470,22352500,0.0000
2004-01-23,22.6700,22.9700,22.1800,22.5600,0.3470,17406800,0.0000
2004-01-16,23.1600,24.8400,22.5000,22.7200,0.3494,56743500,0.0000
2004-01-09,21.4200,24.1300,21.4200,23.0000,0.3537,42482200,0.0000
2004-01-02,20.9100,21.7500,20.8600,21.2800,0.3273,13525100,0.0000
2003-12-26,19.6500,20.9100,19.2500,20.7800,0.3196,17263100,0.0000
2003-12-19,21.4900,21.4900,19.6200,19.7000,0.3030,32528600,0.0000
2003-12-12,20.7800,21.3400,19.9600,20.8900,0.3213,16616600,0.0000
2003-12-05,21.0400,21.9000,20.7300,20.8500,0.3207,20040100,0.0000
2003-11-28,20.5000,21.2700,20.2490,20.9100,0.3216,17351900,0.0000
2003-11-21,21.3500,21.3700,19.8500,20.2800,0.3119,23597500,0.0000
2003-11-14,22.4500,22.7200,21.2800,21.4600,0.3300,21413800,0.0000
2003-11-07,22.8300,23.3000,22.4500,22.5000,0.3460,26460100,0.0000
2003-10-31,22.7500,24.0000,22.4000,22.8900,0.3520,20705700,0.0000
2003-10-24,22.6000,23.4000,22.2300,22.6000,0.3476,17897500,0.0000
2003-10-17,23.7300,25.0110,22.4100,22.7500,0.3499,44658600,0.0000
2003-10-10,21.6700,23.8100,21.5800,23.6800,0.3642,29245700,0.0000
2003-10-03,21.4900,21.8600,20.1900,21.6900,0.3336,24837500,0.0000
2003-09-26,22.1800,22.5000,20.1490,20.6900,0.3182,27414100,0.0000
2003-09-19,22.8100,23.0500,21.8550,22.5800,0.3473,22216300,0.0000
2003-09-12,22.4800,23.1400,22.1000,23.1000,0.3553,17253200,0.0000
2003-09-05,22.6600,23.3200,22.4000,22.5000,0.3460,16979900,0.0000
2003-08-29,20.7800,22.8500,20.3500,22.6100,0.3477,19843300,0.0000
2003-08-22,19.8600,22.0000,19.7200,20.8800,0.3211,19736900,0.0000
2003-08-15,19.8200,20.3400,19.4600,19.7100,0.3031,16150200,0.0000
2003-08-08,20.5300,21.5000,19.4200,19.6400,0.3021,18518900,0.0000
2003-08-01,21.5000,21.5050,20.1700,20.7300,0.3188,17716800,0.0000
2003-07-25,20.6900,21.5700,20.2999,21.5400,0.3313,17342700,0.0000
2003-07-18,20.0100,21.1800,19.3800,20.8590,0.3208,30286300,0.0000
2003-07-11,19.2700,20.5000,19.1300,19.8500,0.3053,19008000,0.0000
2003-07-03,18.6800,19.5500,18.5100,19.1300,0.2942,15468100,0.0000
2003-06-27,19.3010,19.6900,18.4800,18.7300,0.2881,29983100,0.0000
2003-06-20,17.6000,19.6100,17.4500,19.2000,0.2953,28733000,0.0000
2003-06-13,16.9400,17.9500,16.6300,17.4200,0.2679,19741900,0.0000
2003-06-06,18.1000,18.2900,17.0200,17.1500,0.2638,26741700,0.0000
2003-05-30,17.9600,18.9000,17.5300,17.9500,0.2761,24041500,0.0000
2003-05-23,18.5300,18.6500,17.6000,18.3200,0.2818,27719600,0.0000
2003-05-16,18.1500,19.0000,17.9500,18.8000,0.2891,33005000,0.0000
2003-05-09,14.7700,18.4000,14.7500,18.3000,0.2814,96441100,0.0000
2003-05-02,13.4800,14.5900,13.4300,14.4500,0.2222,39592000,0.0000
2003-04-25,13.1300,13.6300,12.9800,13.3500,0.2053,21303500,0.0000
2003-04-17,13.7100,13.7500,12.7200,13.1200,0.2018,43560000,0.0000
2003-04-11,14.8500,14.9500,12.9300,13.2000,0.2030,35220200,0.0000
2003-04-04,14.3400,14.7000,14.0400,14.4100,0.2216,15609000,0.0000
2003-03-28,14.6700,14.8300,14.3000,14.5700,0.2241,13836400,0.0000
2003-03-21,14.8900,15.1500,14.6000,15.0000,0.2307,22006000,0.0000
2003-03-14,14.5100,15.0100,14.0600,14.7800,0.2273,17979800,0.0000
2003-03-07,15.0100,15.1600,14.3100,14.5300,0.2235,13530400,0.0000
2003-02-28,14.8600,15.0900,13.8000,15.0100,0.2308,16704100,0.0000
2003-02-21,14.7500,15.3000,14.6500,15.0000,0.2307,16304700,0.0000
2003-02-14,14.2600,14.7200,14.0600,14.6700,0.2256,18091900,0.0000
2003-02-07,14.4100,14.9300,14.0700,14.1500,0.2176,22369000,0.0000
2003-01-31,13.6800,15.0700,13.6500,14.3600,0.2208,32124800,0.0000
2003-01-24,14.2100,14.4100,13.5600,13.8000,0.2122,17898600,0.0000
2003-01-17,14.9000,14.9000,14.0800,14.1000,0.2169,27906500,0.0000
2003-01-10,15.0300,15.3800,14.4400,14.7200,0.2264,24158500,0.0000
2003-01-03,14.0800,14.9300,13.8400,14.9000,0.2292,12225900,0.0000
2002-12-27,14.1600,14.8100,14.0100,14.0600,0.2162,5904000,0.0000
2002-12-20,14.8100,15.1900,13.7800,14.1400,0.2175,23046500,0.0000
2002-12-13,14.9400,15.5500,14.6500,14.7900,0.2275,19862800,0.0000
2002-12-06,15.9000,16.1000,14.5000,14.9500,0.2299,25734400,0.0000
2002-11-29,16.0300,16.1400,15.2700,15.5000,0.2384,15534300,0.0000
2002-11-22,16.1900,16.4400,15.0100,16.0100,0.2462,21975200,0.0000
2002-11-15,15.7500,16.4100,15.1200,15.9500,0.2453,16271700,0.0000
2002-11-08,16.5000,17.3800,15.5200,15.8400,0.2436,23752600,0.0000
2002-11-01,15.5500,16.5000,14.9600,16.3600,0.2516,24371800,0.0000
2002-10-25,14.2600,15.4500,14.0000,15.4200,0.2372,19991500,0.0000
2002-10-18,14.5500,15.2500,13.9300,14.3400,0.2205,29734700,0.0000
2002-10-11,13.9700,14.7800,13.3600,14.5100,0.2232,29844300,0.0000
2002-10-04,14.4000,14.6300,14.0000,14.0300,0.2158,21753400,0.0000
2002-09-27,14.7600,15.1900,14.4000,14.7200,0.2264,21140200,0.0000
2002-09-20,14.1400,15.0900,14.1200,14.8700,0.2287,28607400,0.0000
2002-09-13,14.2800,14.6000,14.0500,14.1700,0.2179,20766200,0.0000
2002-09-06,14.4900,14.7800,14.0500,14.3800,0.2212,19738700,0.0000
2002-08-30,15.9500,15.9500,14.5100,14.7500,0.2268,18890400,0.0000
2002-08-23,15.7800,16.2500,15.4500,15.7300,0.2419,18342300,0.0000
2002-08-16,14.9000,16.1000,14.5400,15.8100,0.2432,25286100,0.0000
2002-08-09,14.5100,15.3800,13.9700,15.0000,0.2307,22189600,0.0000
2002-08-02,14.4800,15.5100,14.2500,14.4500,0.2222,24080600,0.0000
2002-07-26,14.7500,15.2200,13.8000,14.3400,0.2205,34365000,0.0000
2002-07-19,17.4300,18.6000,14.5300,14.9600,0.2301,51837800,0.0000
2002-07-12,18.5200,18.7900,16.9700,17.5000,0.2691,26107200,0.0000
2002-07-05,17.7100,18.7500,16.7500,18.7400,0.2882,15867100,0.0000
2002-06-28,16.7700,17.8200,15.9800,17.7200,0.2725,32385800,0.0000
2002-06-21,20.2400,20.6300,16.7900,16.8500,0.2591,57665200,0.0000
2002-06-14,21.4800,21.8400,18.1100,20.1000,0.3091,34513800,0.0000
2002-06-07,23.3900,23.4500,20.9300,21.4000,0.3291,30935500,0.0000
2002-05-31,23.6900,24.4400,23.2800,23.3000,0.3583,16667500,0.0000
2002-05-24,24.5700,25.2400,23.3200,24.1500,0.3714,24595600,0.0000
2002-05-17,23.5200,25.9800,22.9400,25.0100,0.3846,28419400,0.0000
2002-05-10,23.3500,24.5200,22.1400,23.3200,0.3587,24805500,0.0000
2002-05-03,23.1600,24.3800,23.0900,23.5100,0.3616,22108600,0.0000
2002-04-26,24.8400,24.9300,23.0000,23.0100,0.3539,20402300,0.0000
2002-04-19,25.0600,26.1700,24.8000,24.9800,0.3842,37273500,0.0000
2002-04-12,24.1600,25.2000,23.7800,25.0600,0.3854,25098600,0.0000
2002-04-05,24.7000,25.1900,23.2800,24.7400,0.3805,22039600,0.0000
2002-03-28,24.0700,24.0900,23.0000,23.6700,0.3640,13514800,0.0000
2002-03-22,24.9500,25.3000,23.2600,24.0900,0.3705,29638700,0.0000
2002-03-15,24.6000,25.1400,23.8800,24.9500,0.3837,20996500,0.0000
2002-03-08,23.2600,25.0900,22.7600,24.6600,0.3793,24592700,0.0000
2002-03-01,22.8500,24.7200,20.9400,23.4500,0.3606,45054800,0.0000
2002-02-22,23.7600,23.9000,21.4500,22.7400,0.3497,27302300,0.0000
2002-02-15,23.9300,25.2400,23.7400,23.9000,0.3676,26002000,0.0000
2002-02-08,24.3200,25.9800,23.3700,24.0300,0.3696,40714300,0.0000
2002-02-01,23.4000,24.9600,22.7200,24.4100,0.3754,31519600,0.0000
2002-01-25,22.2700,23.5100,21.5900,23.2500,0.3576,23223400,0.0000
2002-01-18,21.0100,22.7400,20.5000,22.1700,0.3410,40582100,0.0000
2002-01-11,23.7200,24.0000,20.2600,21.0500,0.3237,36142800,0.0000
2002-01-04,22.5100,23.9500,21.8300,23.6900,0.3643,30165400,0.0000
2001-12-28,20.9000,23.0000,20.9000,22.4300,0.3450,12279700,0.0000
2001-12-21,20.4000,21.6800,20.1900,21.0000,0.3230,21001900,0.0000
2001-12-14,22.2900,22.9900,20.0900,20.3900,0.3136,17065600,0.0000
2001-12-07,21.0600,24.0300,20.6000,22.5400,0.3467,29868100,0.0000
2001-11-30,19.9400,21.5500,19.8800,21.3000,0.3276,26545200,0.0000
2001-11-23,19.0000,20.2000,18.9600,19.8400,0.3051,15549300,0.0000
2001-11-16,18.6600,19.9000,17.9600,18.9700,0.2917,19482400,0.0000
2001-11-09,18.8400,20.1300,18.5300,18.7100,0.2878,25200700,0.0000
2001-11-02,18.5700,18.8600,17.0600,18.5700,0.2856,23212400,0.0000
2001-10-26,18.2100,19.4200,17.7500,18.6700,0.2871,35451100,0.0000
2001-10-19,17.9500,18.4100,16.9600,18.3000,0.2814,28332200,0.0000
2001-10-12,15.5700,18.0800,15.5000,18.0100,0.2770,23424000,0.0000
2001-10-05,15.4900,16.2500,14.8300,16.1400,0.2482,33409700,0.0000
2001-09-28,16.1100,16.8400,14.9300,15.5100,0.2385,33037300,0.0000
2001-09-21,16.0000,17.7200,14.6800,15.7300,0.2419,38216400,0.0000
2001-09-10,17.0000,17.5000,16.9200,17.3700,0.2671,5515100,0.0000
2001-09-07,18.5000,19.0800,17.2000,17.2800,0.2658,22008400,0.0000
2001-08-31,18.6000,19.3000,17.2800,18.5500,0.2853,20945500,0.0000
2001-08-24,18.1400,18.6200,17.5800,18.5700,0.2856,19989100,0.0000
2001-08-17,19.1000,19.3600,17.9700,18.0700,0.2779,20763300,0.0000
2001-08-10,19.0400,19.7000,18.5400,19.0200,0.2925,16642800,0.0000
